train_loss,data_loss,physics_loss,val_loss
71.56925201416016,71.56925201416016,1.7206907614308875e-06,77.47269439697266
67.27554321289062,67.27554321289062,1.387047404932673e-06,73.31362915039062
63.45988464355469,63.45988464355469,5.922950663261872e-07,69.66422271728516
60.12176513671875,60.12176513671875,1.8470677787263412e-07,66.44120788574219
57.18193054199219,57.18193054199219,5.1588504135224866e-08,63.56589126586914
54.56642150878906,54.56642150878906,1.437435681594934e-08,60.98713302612305
52.226993560791016,52.226993560791016,4.140781939554472e-09,58.67269515991211
50.13287353515625,50.13287353515625,1.2212754141316395e-09,56.59605026245117
48.25871658325195,48.25871658325195,3.461764208623208e-10,54.73060989379883
46.57935333251953,46.57935333251953,7.733171047963339e-11,53.04927062988281
45.06932830810547,45.06932830810547,8.4053259144512e-12,51.52597427368164
43.70441818237305,43.70441818237305,2.3610788671413196e-11,50.13773727416992
42.46329116821289,42.46329116821289,9.0311695621903e-11,48.86541748046875
41.328243255615234,41.328243255615234,1.7635087834477758e-10,47.693603515625
40.28506088256836,40.28506088256836,1.8803383849963495e-10,46.61018753051758
39.32252502441406,39.32252502441406,5.300460070856161e-11,45.605648040771484
38.43184280395508,38.43184280395508,4.743391790462681e-11,44.67121124267578
37.60490798950195,37.60490798950195,2.3100428514499782e-10,43.79847717285156
36.83404541015625,36.83404541015625,2.850415459221267e-10,42.981040954589844
36.11335754394531,36.11335754394531,2.728189896217259e-10,42.213687896728516
35.438053131103516,35.438053131103516,2.5394786273835734e-10,41.491764068603516
34.8038444519043,34.8038444519043,2.3294111084481983e-10,40.81103515625
34.206871032714844,34.206871032714844,1.9976290066558988e-10,40.167694091796875
33.643638610839844,33.643638610839844,1.49108045355284e-10,39.558223724365234
33.1109504699707,33.1109504699707,9.268978640175618e-11,38.9794921875
32.605960845947266,32.605960845947266,4.9082737874073246e-11,38.42856216430664
32.12600326538086,32.12600326538086,2.3770764870367778e-11,37.90276336669922
31.668672561645508,31.668672561645508,1.1408184293071333e-11,37.39970779418945
31.231809616088867,31.231809616088867,5.688429761951941e-12,36.91724395751953
30.8134822845459,30.8134822845459,2.971501300227941e-12,36.453453063964844
30.411975860595703,30.411975860595703,1.6314204761419537e-12,36.00664520263672
30.025758743286133,30.025758743286133,9.410576701576745e-13,35.57533645629883
29.653507232666016,29.653507232666016,5.601125574634935e-13,35.15818786621094
29.294021606445312,29.294021606445312,3.4130917493310764e-13,34.7540283203125
28.94626235961914,28.94626235961914,2.1329395498079218e-13,34.36183166503906
28.60930824279785,28.60930824279785,1.364553679468819e-13,33.98070526123047
28.282352447509766,28.282352447509766,8.849472261755753e-14,33.60983657836914
27.964691162109375,27.964691162109375,5.808373259360428e-14,33.248531341552734
27.655689239501953,27.655689239501953,3.965539919006944e-14,32.89616775512695
27.354787826538086,27.354787826538086,2.8528998011635026e-14,32.55220031738281
27.061506271362305,27.061506271362305,2.111235042042206e-14,32.21614456176758
26.775413513183594,26.775413513183594,1.577719312346234e-14,31.887557983398438
26.496110916137695,26.496110916137695,1.1909664403221727e-14,31.566072463989258
26.223264694213867,26.223264694213867,9.118874648168362e-15,31.251331329345703
25.95656394958496,25.95656394958496,7.0810061271822395e-15,30.943025588989258
25.69572639465332,25.69572639465332,5.559467715018657e-15,30.640888214111328
25.440507888793945,25.440507888793945,4.4091368333080624e-15,30.344655990600586
25.19068717956543,25.19068717956543,3.5495459873360067e-15,30.054109573364258
24.946048736572266,24.946048736572266,2.9216567689206285e-15,29.769039154052734
24.706411361694336,24.706411361694336,2.462705307219805e-15,29.48925018310547
24.471599578857422,24.471599578857422,2.113057941647992e-15,29.214569091796875
24.241456985473633,24.241456985473633,1.831395769763414e-15,28.944843292236328
24.015836715698242,24.015836715698242,1.5965970721142195e-15,28.679922103881836
23.79461097717285,23.79461097717285,1.399406425564879e-15,28.419668197631836
23.577651977539062,23.577651977539062,1.234617224467739e-15,28.16394805908203
23.364839553833008,23.364839553833008,1.0976363267871945e-15,27.91265296936035
23.156070709228516,23.156070709228516,9.839220477391862e-16,27.665658950805664
22.95123291015625,22.95123291015625,8.89241869565403e-16,27.42287254333496
22.7502384185791,22.7502384185791,8.099383569391599e-16,27.184188842773438
22.55299949645996,22.55299949645996,7.430131191062952e-16,26.94951820373535
22.359420776367188,22.359420776367188,6.860582531560016e-16,26.718772888183594
