csv_name,PH,Brix,L*,a*,b*,C*,ho
90_17_5.csv,3.83,16,69.55,-4.87,52.8,52.8,93.62
90_18_5.csv,3.83,16,69.84,-5.06,53.09,53.16,93.77
90_19_5.csv,3.84,16,70.6,-4.81,52.24,52.3,93.59
90_20_5.csv,3.84,16,71.67,-5.96,53.46,53.59,94.57
90_0_6.csv,3.81,16,70.97,-12.54,62.83,64.07,101.29
90_1_6.csv,3.82,16,70.65,-12.63,63.03,64.28,101.34
90_2_6.csv,3.83,16,70.87,-11.8,61.39,62.39,100.88
90_3_6.csv,3.82,16,72.92,-8.33,55.55,56.17,98.52
90_4_6.csv,3.81,16.8,72.28,-6.82,53.6,54.03,97.25
90_5_6.csv,3.82,16.8,71.6,-6.78,55.32,55.73,97.98
90_6_6.csv,3.82,16,72.06,-4.86,51.44,51.67,95.4
90_7_6.csv,3.85,16,71.73,-5.38,51,51.28,96.03
90_8_6.csv,3.85,16,70.5,-5.94,51.93,52.27,96.53
90_9_6.csv,3.83,16,70.14,-5.35,52.12,52.4,95.86
90_10_6.csv,3.8,16,70.34,-5.44,52.43,52.71,95.93
90_11_6.csv,3.83,16,69.69,-4.79,54.83,55.04,94.99
90_12_6.csv,3.89,16,71.93,-5.03,50.97,51.22,95.63
90_13_6.csv,3.84,16,72.86,-5.89,52.14,52.47,96.44
90_14_6.csv,3.84,16,71.79,-4.94,50.39,50.63,95.6
90_15_6.csv,3.88,16,71.47,-5.34,52.61,55.87,95.48
90_16_6.csv,3.83,16,71.19,-5.53,51.61,51.9,96.11
90_17_6.csv,3.84,16,71.13,-5.31,50.48,50.76,96.01
90_18_6.csv,3.84,16,70.33,-5,51.99,52.23,95.49
90_19_6.csv,3.84,16,71.7,-5.47,51.94,52.22,96.01
90_20_6.csv,3.84,16,72.88,-5.62,55.65,55.93,95.76
90_0_7.csv,3.9,16,71.84,-12.62,64.51,65.73,101.07
90_1_7.csv,3.92,16,70.24,-11.8,63.14,64.23,100.58
90_2_7.csv,3.92,16,70.12,-10.96,62.7,63.65,99.92
90_3_7.csv,3.94,16,71.73,-8.8,59.45,60.1,98.42
90_4_7.csv,3.93,16.8,71.86,-7.31,57.32,57.79,97.27
90_5_7.csv,3.92,16.8,70.94,-5.26,55.39,55.64,95.42
90_6_7.csv,3.92,16,70.61,-5.34,53.9,54.16,95.66
90_7_7.csv,3.9,16,71.97,-4.3,50.79,50.97,94.84
90_8_7.csv,3.9,16.8,73.27,-5.8,51.36,51.69,96.45
90_9_7.csv,3.9,16.8,71.8,-5.38,54.75,55.01,95.62
90_10_7.csv,3.91,16.5,71.15,-4.99,52.5,52.76,95.43
90_11_7.csv,3.9,16.5,71.22,-5.37,52.71,52.98,95.81
90_12_7.csv,3.89,16.5,72.49,-5.75,52.15,52.46,96.29
90_13_7.csv,3.89,17,72.99,-5.59,53.44,54.73,95.97
90_14_7.csv,3.88,17,74.39,-6.78,50.14,50.59,97.7
90_15_7.csv,3.89,17.1,71.98,-4.82,52.19,52.41,95.28
90_16_7.csv,3.85,17.5,71.3,-4.2,52.48,54.64,94.41
90_17_7.csv,3.92,17.5,68.79,-4.5,53.85,56.03,94.61
90_18_7.csv,3.96,17.6,70.17,-5.2,55.2,55.44,95.38
90_19_7.csv,3.92,17.8,69.85,-4.93,55.88,56.1,95.04
90_20_7.csv,3.94,17.9,70.28,-4.7,56.69,56.88,94.74
90_0_8.csv,3.88,16,72.11,-12.9,59.64,61.02,102.2
90_1_8.csv,3.84,16,69.92,-12.71,59.15,60.51,102.13
90_2_8.csv,3.92,16,70.85,-12.65,59.79,58.18,102.55
90_3_8.csv,3.89,16,72.33,-9.39,55.32,52.17,100.37
90_4_8.csv,3.89,16.5,72.59,-8.04,54.09,49.75,99.3
90_5_8.csv,3.89,16,72.19,-7.2,53.4,48.93,98.46
90_6_8.csv,3.9,16,71.94,-5.75,49.94,47.29,96.99
90_7_8.csv,3.9,17,72.61,-4.94,50.09,50.33,95.64
90_8_8.csv,3.97,17,71.99,-5.48,50.88,51.18,96.15
90_9_8.csv,4.01,17.2,70.47,-5.81,52.85,53.17,96.28
90_10_8.csv,4,17.3,70.12,-5.56,51.88,52.18,96.12
90_11_8.csv,4.07,17.2,70.31,-5.14,50.95,51.21,95.76
90_12_8.csv,3.97,17.5,70.46,-5.26,53.55,53.81,95.61
90_13_8.csv,3.95,17.5,71.78,-5.15,50.88,51.14,95.78
90_14_8.csv,3.97,17.5,71.85,-4.54,48.8,49.01,95.29
90_15_8.csv,3.93,17.3,72.27,-4.94,50.38,50.62,95.6
90_16_8.csv,3.94,17.5,71.06,-4.69,49.97,50.19,95.36
90_17_8.csv,3.9,17.6,70.07,-5.02,52.32,52.56,95.48
90_18_8.csv,3.94,17.8,70.42,-4.62,53.61,53.81,94.92
90_19_8.csv,3.94,17.6,70.07,-4.99,54.81,55.04,95.2
90_20_8.csv,3.95,17.9,70.66,-3.97,53.26,53.41,94.26
90_0_9.csv,3.89,16,71.83,-12.58,62.23,63.49,101.43
90_1_9.csv,3.9,16,69.92,-12.32,61.15,62.38,100.39
90_2_9.csv,3.9,16,71.92,-11.9,57.41,58.63,101.71
90_3_9.csv,3.92,16,72.06,-9.38,55.61,53.44,100.11
90_4_9.csv,3.9,16.8,72.46,-9.62,50.75,51.48,99.64
90_5_9.csv,3.94,16.8,72.1,-6.63,52.96,49.4,97.71
90_6_9.csv,3.94,16,71.86,-5.76,53.16,48.5,96.82
90_7_9.csv,3.94,17,72.46,-5.14,50.16,50.42,95.85
90_8_9.csv,3.94,17.1,72.25,-5.36,54.12,47.43,96.49
90_9_9.csv,3.92,17.2,72.24,-5.33,47.4,47.7,96.42
90_10_9.csv,3.97,17.2,72.31,-5.42,52.01,48.32,96.44
90_11_9.csv,4,17,72.04,-5.08,53.27,47.54,96.13
90_12_9.csv,4.02,17.2,72.36,-4.94,49.65,49.89,95.69
90_13_9.csv,4.03,17.2,72.83,-4.78,50.09,48.32,95.67
90_14_9.csv,4.09,17.3,71.51,-5.17,50.08,50.34,95.9
90_15_9.csv,3.93,17,71.84,-4.39,50.06,50.26,95.01
90_16_9.csv,3.92,17.5,69.79,-4.39,51.58,51.77,94.86
90_17_9.csv,3.92,17.5,69.03,-5.5,52.63,52.92,95.96
90_18_9.csv,3.92,17.5,69.76,-4.33,54.62,54.79,94.53
90_19_9.csv,3.93,17.6,69.31,-4.89,53.3,53.53,95.24
90_20_9.csv,3.92,17.5,70.21,-5.04,54.06,54.3,95.33
