train_loss,data_loss,physics_loss,val_loss
77.91293334960938,77.91293334960938,6.7982037776914694e-09,83.9666748046875
73.25822448730469,73.25822448730469,6.448857448049239e-09,79.3617172241211
69.0148696899414,69.0148696899414,3.1894889507277924e-10,75.31898498535156
65.30021667480469,65.30021667480469,4.658785801581189e-09,71.82957458496094
62.10268020629883,62.10268020629883,5.856534368575694e-09,68.82254028320312
59.354068756103516,59.354068756103516,3.5295957268033362e-09,66.19160461425781
56.95491409301758,56.95491409301758,1.7587417744380218e-08,63.87358474731445
54.845909118652344,54.845909118652344,3.782048452194431e-08,61.83356857299805
52.993865966796875,52.993865966796875,5.4432224061429224e-08,60.0399055480957
51.36886215209961,51.36886215209961,6.362972015949708e-08,58.45654296875
49.9371337890625,49.9371337890625,7.324860007429379e-08,57.0433464050293
48.66152572631836,48.66152572631836,8.714033583601122e-08,55.76482391357422
47.50942611694336,47.50942611694336,9.479830254122135e-08,54.595672607421875
46.45758819580078,46.45758819580078,7.942357171941694e-08,53.51896286010742
45.49047088623047,45.49047088623047,4.580551404842481e-08,52.522220611572266
44.596527099609375,44.596527099609375,1.8624104924924723e-08,51.594642639160156
43.76576232910156,43.76576232910156,6.515806560969395e-09,50.72666931152344
42.989410400390625,42.989410400390625,2.507054341904791e-09,49.91051483154297
42.26035690307617,42.26035690307617,1.2427229245659532e-09,49.14008331298828
41.573028564453125,41.573028564453125,9.768732489590093e-10,48.41062545776367
40.923072814941406,40.923072814941406,1.4065920650452313e-09,47.717613220214844
40.30635452270508,40.30635452270508,1.8163885950883696e-09,47.05629348754883
39.71857833862305,39.71857833862305,1.5199799197063157e-09,46.423492431640625
39.15682601928711,39.15682601928711,9.07907249381168e-10,45.81660842895508
38.61872863769531,38.61872863769531,3.481089305701346e-10,45.233394622802734
38.10222244262695,38.10222244262695,6.377646327715425e-11,44.67174530029297
37.60539627075195,37.60539627075195,4.1092129698938606e-11,44.129764556884766
37.12651824951172,37.12651824951172,1.4109724499888898e-10,43.60570526123047
36.66400146484375,36.66400146484375,2.575472335397677e-10,43.098052978515625
36.21647262573242,36.21647262573242,3.503517198577555e-10,42.60545349121094
35.7827033996582,35.7827033996582,4.160047029078129e-10,42.12673568725586
35.361637115478516,35.361637115478516,4.615874626967553e-10,41.66082763671875
34.95230484008789,34.95230484008789,4.936652198139768e-10,41.20680236816406
34.55384826660156,34.55384826660156,5.154189852696334e-10,40.76377487182617
34.165489196777344,34.165489196777344,5.266330149744647e-10,40.330970764160156
33.78651428222656,33.78651428222656,5.245961998134874e-10,39.90766906738281
33.41628646850586,33.41628646850586,5.056194352093257e-10,39.493202209472656
33.05419158935547,33.05419158935547,4.672432440955276e-10,39.08696365356445
32.69969177246094,32.69969177246094,4.1057368616037593e-10,38.688392639160156
32.3522834777832,32.3522834777832,3.4136093951531166e-10,38.29698181152344
32.011505126953125,32.011505126953125,2.686103839355525e-10,37.91227722167969
31.676952362060547,31.676952362060547,2.0124436839186188e-10,37.53385925292969
31.34825325012207,31.34825325012207,1.4508569345927924e-10,37.161373138427734
31.02509117126465,31.02509117126465,1.0196218175329008e-10,36.79452896118164
30.707195281982422,30.707195281982422,7.075155739055816e-11,36.433067321777344
