train_loss,data_loss,physics_loss,val_loss
75.92713165283203,75.92713165283203,1.2773365369866951e-06,81.04859161376953
70.56639862060547,70.56639862060547,6.598809818569862e-07,75.75756072998047
65.70181274414062,65.70181274414062,1.9870508083386085e-07,71.10989379882812
61.443702697753906,61.443702697753906,4.3056662235585463e-08,67.08809661865234
57.771697998046875,57.771697998046875,8.258498773727752e-09,63.61304473876953
54.60943603515625,54.60943603515625,1.8070108742662683e-09,60.59910583496094
51.87558364868164,51.87558364868164,1.0467920974477352e-09,57.97096252441406
49.49900436401367,49.49900436401367,3.028131967397485e-09,55.6639289855957
47.41897201538086,47.41897201538086,5.4320499209836726e-09,53.625648498535156
45.58648681640625,45.58648681640625,4.444503876044337e-09,51.81522750854492
43.96328353881836,43.96328353881836,2.3207584742834797e-09,50.198524475097656
42.51752471923828,42.51752471923828,9.281133084293458e-10,48.74657440185547
41.22232437133789,41.22232437133789,3.227943745631734e-10,47.43505096435547
40.055152893066406,40.055152893066406,9.99195656770091e-11,46.243804931640625
38.997459411621094,38.997459411621094,1.6666204874504764e-11,45.15497970581055
38.03284454345703,38.03284454345703,3.455586728220994e-12,44.15234375
37.146461486816406,37.146461486816406,8.75942894607018e-12,43.224334716796875
36.3277473449707,36.3277473449707,6.857935660325998e-12,42.36183547973633
35.56835174560547,35.56835174560547,3.079278368747773e-12,41.557159423828125
34.86126708984375,34.86126708984375,9.845857852977535e-13,40.80373001098633
34.20047378540039,34.20047378540039,2.5001553019717015e-13,40.09587860107422
33.58082962036133,33.58082962036133,5.502628585532694e-14,39.42875671386719
32.9979133605957,32.9979133605957,1.3366385736679042e-14,38.79818344116211
32.44792556762695,32.44792556762695,6.2763506617955454e-15,38.200523376464844
31.92757225036621,31.92757225036621,5.178324488094377e-15,37.632606506347656
31.433979034423828,31.433979034423828,4.611043229912123e-15,37.09162521362305
30.964611053466797,30.964611053466797,3.934656504826989e-15,36.57508087158203
30.5172119140625,30.5172119140625,3.240634765538258e-15,36.080772399902344
30.08979034423828,30.08979034423828,2.6229685995215286e-15,35.60670471191406
29.680557250976562,29.680557250976562,2.112979591100371e-15,35.151119232177734
29.287933349609375,29.287933349609375,1.7070189340962503e-15,34.71242904663086
28.91050148010254,28.91050148010254,1.3889355101500398e-15,34.28923416137695
28.5469913482666,28.5469913482666,1.1407437392970971e-15,33.88026809692383
28.196279525756836,28.196279525756836,9.466378808625385e-16,33.48440933227539
27.85736846923828,27.85736846923828,7.939970380531564e-16,33.100669860839844
27.52936553955078,27.52936553955078,6.730071165651481e-16,32.7281608581543
27.211477279663086,27.211477279663086,5.762736775876613e-16,32.366085052490234
26.903005599975586,26.903005599975586,4.982645901235004e-16,32.01374435424805
26.603317260742188,26.603317260742188,4.3477835899604733e-16,31.670509338378906
26.311853408813477,26.311853408813477,3.826525072873893e-16,31.33582305908203
26.028121948242188,26.028121948242188,3.3950777238824826e-16,31.00919532775879
25.75167465209961,25.75167465209961,3.035117043963579e-16,30.690176010131836
25.48211669921875,25.48211669921875,2.732526434957801e-16,30.37837028503418
25.219099044799805,25.219099044799805,2.476319614841464e-16,30.073410034179688
24.96228790283203,24.96228790283203,2.257914551672107e-16,29.77498435974121
24.71140480041504,24.71140480041504,2.070537496500757e-16,29.482799530029297
24.466188430786133,24.466188430786133,1.908821304466476e-16,29.19658851623535
24.226402282714844,24.226402282714844,1.7684679451064383e-16,28.916114807128906
23.99182891845703,23.99182891845703,1.6460049803835957e-16,28.64116859436035
23.762279510498047,23.762279510498047,1.5386042466964046e-16,28.37154197692871
23.53757667541504,23.53757667541504,1.4439676377798457e-16,28.107051849365234
23.31753921508789,23.31753921508789,1.360187344269127e-16,27.847537994384766
23.102033615112305,23.102033615112305,1.2857097224505264e-16,27.592836380004883
22.89090919494629,22.89090919494629,1.2192148567642056e-16,27.34281349182129
22.684045791625977,22.684045791625977,1.1596245007380895e-16,27.097332000732422
22.48130989074707,22.48130989074707,1.1060135355750987e-16,26.85626792907715
22.282596588134766,22.282596588134766,1.057614536190131e-16,26.619503021240234
22.087797164916992,22.087797164916992,1.0137635081618779e-16,26.386926651000977
21.896814346313477,21.896814346313477,9.738998215583753e-17,26.158443450927734
21.70954704284668,21.70954704284668,9.37549270278059e-17,25.933950424194336
21.525917053222656,21.525917053222656,9.043114989044533e-17,25.71336555480957
21.345836639404297,21.345836639404297,8.738097101249279e-17,25.49658966064453
21.169218063354492,21.169218063354492,8.457510158281902e-17,25.283546447753906
20.995994567871094,20.995994567871094,8.1986959325259e-17,25.074159622192383
20.826087951660156,20.826087951660156,7.959290672662842e-17,24.868356704711914
20.65943717956543,20.65943717956543,7.737252235196458e-17,24.666059494018555
20.495962142944336,20.495962142944336,7.530868025386518e-17,24.46720314025879
20.335609436035156,20.335609436035156,7.338505519576086e-17,24.271717071533203
20.178312301635742,20.178312301635742,7.15886438984223e-17,24.079544067382812
20.024017333984375,20.024017333984375,6.990719747133881e-17,23.890623092651367
19.872663497924805,19.872663497924805,6.832908906382034e-17,23.704893112182617
19.724193572998047,19.724193572998047,6.684553070903913e-17,23.522296905517578
19.57855796813965,19.57855796813965,6.544838956721257e-17,23.342784881591797
19.43570327758789,19.43570327758789,6.412989675802754e-17,23.166290283203125
