property_name,rank,group,feature_selection,fs_param,model,train_r2,train_rmse,test_r2,test_rmse,dataset_tag,plot_path,best_param_json
a*,86,selected,corr_topk,120,knn,0.9999999999998603,1.0808685900981852e-06,0.8282381323208755,1.6658352225464892,a_/SELECTED_20260508_112022,D:\HXR\NIR\python_nir_project\result\model\knn\SELECTED_20260508_112022\a_\SELECTED_20260508_112022_knn.png,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""distance""}"
a*,87,selected,corr_topk,120,cnn,0.8261507990499725,1.2057738387873866,0.8169351885526392,1.7197728956668523,a_/SELECTED_20260508_112022,D:\HXR\NIR\python_nir_project\result\model\cnn\SELECTED_20260508_112022\a_\SELECTED_20260508_112022_cnn.png,"{""activation"": ""relu"", ""hidden_layer_sizes"": [100], ""max_iter"": 1000}"
a*,88,selected,corr_topk,120,xgb,0.9965921314468003,0.16881884511899328,0.8436489976445383,1.5893479958106496,a_/SELECTED_20260508_112022,D:\HXR\NIR\python_nir_project\result\model\xgb\SELECTED_20260508_112022\a_\SELECTED_20260508_112022_xgb.png,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}"
a*,89,selected,spa,8,pls,0.5899473503725293,1.851822338638951,0.7405025678950181,2.0475532068943965,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\pls\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_pls.png,"{""cv_fold"": 10, ""n_components"": 3}"
a*,90,selected,spa,8,pcr,0.5891922524882196,1.8535265880684682,0.7384685489845397,2.055562212174657,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\pcr\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_pcr.png,"{""n_components"": 4}"
a*,91,selected,spa,8,svr,0.5858508366660606,1.8610494015200272,0.7050979568685674,2.1827678800164034,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\svr\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_svr.png,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}"
a*,92,selected,spa,8,rf,0.8089852599095904,1.263900682581646,0.7800565636206527,1.8850556106591811,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\rf\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_rf.png,"{""min_samples_leaf"": 5, ""n_estimators"": 200}"
a*,93,selected,spa,8,gpr,1.0,1.311962088754476e-11,-7.217859579642234,11.52253462228315,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\gpr\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_gpr.png,"{""kernel"": ""squaredexponential""}"
a*,94,selected,spa,8,knn,1.0,0.0,0.6181340024180995,2.483843097637552,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\knn\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_knn.png,"{""metric"": ""euclidean"", ""n_neighbors"": 3, ""weights"": ""distance""}"
a*,95,selected,spa,8,cnn,0.62289150293031,1.775876116496475,0.7760588345542041,1.902110008396966,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\cnn\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_cnn.png,"{""activation"": ""relu"", ""hidden_layer_sizes"": [100], ""max_iter"": 1000}"
a*,96,selected,spa,8,xgb,0.864626081895314,1.0640131781230862,0.7572955604966639,1.9801930135203771,a_/SELECTED_20260508_114620,D:\HXR\NIR\python_nir_project\result\model\xgb\SELECTED_20260508_114620\a_\SELECTED_20260508_114620_xgb.png,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100}"
a*,97,selected,spa,12,pls,0.5978381878849395,1.8339180374419601,0.7431840934207503,2.0369465042646486,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\pls\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_pls.png,"{""cv_fold"": 10, ""n_components"": 9}"
a*,98,selected,spa,12,pcr,0.5885965535591521,1.8548699705014977,0.7362482415482781,2.0642692612002866,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\pcr\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_pcr.png,"{""n_components"": 4}"
a*,99,selected,spa,12,svr,0.5881185617083332,1.8559472042463272,0.7007235710740969,2.198897169423181,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\svr\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_svr.png,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}"
a*,100,selected,spa,12,rf,0.8234845262824807,1.2149849510286905,0.7910649615102268,1.8372755788565138,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\rf\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_rf.png,"{""min_samples_leaf"": 5, ""n_estimators"": 200}"
a*,101,selected,spa,12,gpr,1.0,1.312007885502908e-11,-7.2179864372689995,11.522623557591748,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\gpr\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_gpr.png,"{""kernel"": ""squaredexponential""}"
a*,102,selected,spa,12,knn,1.0,0.0,0.3378183782402977,3.270824372722887,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\knn\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_knn.png,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""distance""}"
a*,103,selected,spa,12,cnn,0.6284702347505704,1.7626915152699703,0.7823303968612934,1.8752861943796724,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\cnn\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_cnn.png,"{""activation"": ""relu"", ""hidden_layer_sizes"": [50, 50], ""max_iter"": 1000}"
a*,104,selected,spa,12,xgb,0.8980455184899468,0.9233846859710916,0.7816512062495125,1.878209626840081,a_/SELECTED_20260508_121012,D:\HXR\NIR\python_nir_project\result\model\xgb\SELECTED_20260508_121012\a_\SELECTED_20260508_121012_xgb.png,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100}"
a*,105,selected,spa,16,pls,0.6335370313759048,1.7506307601892486,0.75171962977966,2.0028104827737416,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\pls\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_pls.png,"{""cv_fold"": 10, ""n_components"": 14}"
a*,106,selected,spa,16,pcr,0.6221066912362403,1.7777230703247153,0.7428928365041627,2.0381012353946697,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\pcr\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_pcr.png,"{""n_components"": 12}"
a*,107,selected,spa,16,svr,0.6165974748561899,1.7906346820056773,0.7211399115661946,2.1225691318420683,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\svr\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_svr.png,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}"
a*,108,selected,spa,16,rf,0.8359565438502939,1.1712752402701687,0.8039253765820036,1.7798334249288008,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\rf\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_rf.png,"{""min_samples_leaf"": 5, ""n_estimators"": 100}"
a*,109,selected,spa,16,gpr,1.0,1.312021790616368e-11,-7.217986437799304,11.522623557963524,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\gpr\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_gpr.png,"{""kernel"": ""squaredexponential""}"
a*,110,selected,spa,16,knn,0.9999999999999377,7.217949809008161e-07,0.6452507314386439,2.394029061274503,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\knn\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_knn.png,"{""metric"": ""euclidean"", ""n_neighbors"": 3, ""weights"": ""distance""}"
a*,111,selected,spa,16,cnn,0.6869682121264988,1.6179821583769767,0.8097168737493001,1.75335074696404,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\cnn\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_cnn.png,"{""activation"": ""relu"", ""hidden_layer_sizes"": [50, 50], ""max_iter"": 1000}"
a*,112,selected,spa,16,xgb,0.9008836565136269,0.9104417051221959,0.7808878895358732,1.881489741157257,a_/SELECTED_20260508_123533,D:\HXR\NIR\python_nir_project\result\model\xgb\SELECTED_20260508_123533\a_\SELECTED_20260508_123533_xgb.png,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100}"
a*,113,selected,spa,20,pls,0.7363405003833369,1.4849137174186993,0.7916458589879307,1.8347197327516664,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\pls\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_pls.png,"{""cv_fold"": 10, ""n_components"": 6}"
a*,114,selected,spa,20,pcr,0.734628989596529,1.4897254818647325,0.7904190222389642,1.84011342890069,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\pcr\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_pcr.png,"{""n_components"": 13}"
a*,115,selected,spa,20,svr,0.7336408035211981,1.4924966173563976,0.7657390772921018,1.9454433477892288,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\svr\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_svr.png,"{""C"": 10.0, ""gamma"": ""scale"", ""kernel"": ""linear""}"
a*,116,selected,spa,20,rf,0.9602652611274789,0.5764540424840519,0.8490011970132234,1.5619078799100823,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\rf\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_rf.png,"{""min_samples_leaf"": 1, ""n_estimators"": 200}"
a*,117,selected,spa,20,gpr,1.0,1.3119077600226308e-11,-7.217986437799347,11.522623557963554,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\gpr\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_gpr.png,"{""kernel"": ""squaredexponential""}"
a*,118,selected,spa,20,knn,0.9999999999999147,8.442194873187372e-07,0.686109174275128,2.251946013985788,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\knn\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_knn.png,"{""metric"": ""euclidean"", ""n_neighbors"": 5, ""weights"": ""distance""}"
a*,119,selected,spa,20,cnn,0.7462509827425162,1.4567388140483903,0.7622082642191215,1.9600495128789024,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\cnn\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_cnn.png,"{""activation"": ""relu"", ""hidden_layer_sizes"": [100], ""max_iter"": 1000}"
a*,120,selected,spa,20,xgb,0.9424114699303354,0.6939808782151183,0.8115911317868758,1.7446942672527657,a_/SELECTED_20260508_130302,D:\HXR\NIR\python_nir_project\result\model\xgb\SELECTED_20260508_130302\a_\SELECTED_20260508_130302_xgb.png,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100}"
